peak_position_cm1,peak_height,peak_quality,peak_prominence,is_labeled
1262.00,1.000000,strong,0.000000,1
1506.00,0.676380,strong,0.000000,1
1162.00,0.531241,strong,0.000000,1
742.00,0.518727,strong,0.000000,1
3602.00,0.505348,strong,0.000000,1
1090.00,0.295723,strong,0.000000,1
3662.00,0.285544,strong,0.000000,1
1610.00,0.218739,strong,0.000000,1
1318.00,0.214795,strong,0.000000,1
3062.00,0.132701,strong,0.000000,1
858.00,0.113126,moderate,0.000000,1
1026.00,0.072621,weak,0.000000,1
