peak_position_cm1,peak_height,peak_quality,peak_prominence,is_labeled
730.00,1.000000,strong,0.000000,1
746.00,0.881487,strong,0.000000,1
694.00,0.714095,strong,0.000000,1
478.00,0.674415,strong,0.000000,1
3522.00,0.587221,strong,0.000000,1
990.00,0.488933,strong,0.000000,1
1030.00,0.367683,strong,0.000000,1
1418.00,0.206832,strong,0.000000,1
1538.00,0.183178,strong,0.000000,1
3134.00,0.115738,moderate,0.000000,1
870.00,0.075570,weak,0.000000,1
