wavenumber_cm1,absorbance
984.0000,0.057715
985.0000,0.058475
986.0000,0.059085
987.0000,0.059531
988.0000,0.059642
989.0000,0.059500
990.0000,0.058958
991.0000,0.057993
992.0000,0.056860
993.0000,0.055895
994.0000,0.055165
995.0000,0.054799
996.0000,0.054851
997.0000,0.055336
998.0000,0.056160
999.0000,0.057280
1000.0000,0.058133
1001.0000,0.058419
1002.0000,0.057912
1003.0000,0.055838
1004.0000,0.052618
1005.0000,0.048774
1006.0000,0.044692
1007.0000,0.041299
1008.0000,0.038766
1009.0000,0.037346
1010.0000,0.036868
1011.0000,0.037069
1012.0000,0.037294
1013.0000,0.036926
1014.0000,0.036423
1015.0000,0.035740
1016.0000,0.034889
1017.0000,0.034177
1018.0000,0.033187
1019.0000,0.032050
1020.0000,0.030808
1021.0000,0.029479
1022.0000,0.028114
1023.0000,0.026779
1024.0000,0.025450
1025.0000,0.024092
1026.0000,0.022748
1027.0000,0.021441
1028.0000,0.020156
1029.0000,0.018909
1030.0000,0.017730
1031.0000,0.016636
1032.0000,0.015684
1033.0000,0.014723
1034.0000,0.013809
1035.0000,0.012932
1036.0000,0.012091
1037.0000,0.011385
1038.0000,0.010769
1039.0000,0.010245
1040.0000,0.009811
1041.0000,0.009496
1042.0000,0.009283
1043.0000,0.009037
1044.0000,0.008917
1045.0000,0.008925
1046.0000,0.009061
1047.0000,0.009408
1048.0000,0.009977
1049.0000,0.010692
1050.0000,0.011600
1051.0000,0.012666
1052.0000,0.013990
1053.0000,0.015054
1054.0000,0.015802
1055.0000,0.019413
1056.0000,0.026612
1057.0000,0.035995
1058.0000,0.046379
1059.0000,0.055627
1060.0000,0.063871
1061.0000,0.071742
1062.0000,0.078740
1063.0000,0.086757
1064.0000,0.091081
1065.0000,0.091233
1066.0000,0.086062
1067.0000,0.075838
1068.0000,0.061980
1069.0000,0.045804
1070.0000,0.030935
1071.0000,0.020381
1072.0000,0.015698
1073.0000,0.018079
1074.0000,0.021333
1075.0000,0.024263
1076.0000,0.027316
1077.0000,0.031341
1078.0000,0.036384
1079.0000,0.042270
