wavenumber_cm1,absorbance
1658.0000,0.009253
1662.0000,0.013857
1666.0000,0.019886
1670.0000,0.025107
1674.0000,0.029546
1678.0000,0.031948
1682.0000,0.033460
1686.0000,0.034406
1690.0000,0.036118
1694.0000,0.038293
1698.0000,0.040900
1702.0000,0.042639
1706.0000,0.043143
1710.0000,0.040864
1714.0000,0.037175
1718.0000,0.032190
1722.0000,0.027103
1726.0000,0.023702
1730.0000,0.022814
1734.0000,0.022935
1738.0000,0.022739
1742.0000,0.021568
1746.0000,0.018888
1750.0000,0.015494
1754.0000,0.011656
1758.0000,0.007494
1762.0000,0.003929
1766.0000,0.002110
1770.0000,0.001455
1774.0000,0.001221
1778.0000,0.000839
1782.0000,0.000635
1786.0000,0.000574
1790.0000,0.000724
1794.0000,0.000904
1798.0000,0.000933
1802.0000,0.000907
1806.0000,0.000821
1810.0000,0.000834
1814.0000,0.000751
1818.0000,0.000566
1822.0000,0.000429
1826.0000,0.000518
1830.0000,0.000506
1834.0000,0.000550
1838.0000,0.000576
1842.0000,0.000551
1846.0000,0.000465
1850.0000,0.000486
1854.0000,0.000465
1858.0000,0.000425
1862.0000,0.000482
1866.0000,0.000574
1870.0000,0.000583
1874.0000,0.000640
1878.0000,0.000615
1882.0000,0.000541
1886.0000,0.000433
1890.0000,0.000257
1894.0000,0.000224
1898.0000,0.000196
1902.0000,0.000395
1906.0000,0.000760
1910.0000,0.000879
1914.0000,0.001084
1918.0000,0.001225
1922.0000,0.001378
1926.0000,0.001296
1930.0000,0.001052
1934.0000,0.000852
1938.0000,0.000643
1942.0000,0.000645
1946.0000,0.000745
1950.0000,0.000574
1954.0000,0.000750
1958.0000,0.000990
1962.0000,0.001289
1966.0000,0.001462
1970.0000,0.001766
1974.0000,0.001787
1978.0000,0.001793
1982.0000,0.001875
1986.0000,0.001880
1990.0000,0.001754
1994.0000,0.001678
1998.0000,0.001808
2002.0000,0.001943
2006.0000,0.002002
2010.0000,0.002220
2014.0000,0.002124
2018.0000,0.002166
2022.0000,0.002191
2026.0000,0.002339
2030.0000,0.002638
2034.0000,0.003073
2038.0000,0.003720
2042.0000,0.004127
2046.0000,0.004217
2050.0000,0.004227
2054.0000,0.004202
2058.0000,0.004080
2062.0000,0.003876
2066.0000,0.003939
2070.0000,0.004134
2074.0000,0.004114
2078.0000,0.003791
2082.0000,0.003216
2086.0000,0.002643
2090.0000,0.002406
2094.0000,0.002784
2098.0000,0.003249
2102.0000,0.003837
2106.0000,0.004701
2110.0000,0.005447
2114.0000,0.005929
2118.0000,0.006086
2122.0000,0.006058
2126.0000,0.006154
2130.0000,0.006167
2134.0000,0.006254
2138.0000,0.006104
2142.0000,0.005542
2146.0000,0.004907
2150.0000,0.004268
2154.0000,0.003841
2158.0000,0.003474
2162.0000,0.002994
2166.0000,0.002732
2170.0000,0.002504
2174.0000,0.002481
2178.0000,0.002407
2182.0000,0.002112
2186.0000,0.002080
2190.0000,0.002193
2194.0000,0.002462
2198.0000,0.002450
2202.0000,0.002313
2206.0000,0.002384
2210.0000,0.002765
2214.0000,0.002955
2218.0000,0.003301
2222.0000,0.003377
2226.0000,0.003890
2230.0000,0.004227
2234.0000,0.004260
2238.0000,0.004213
2242.0000,0.004198
2246.0000,0.004231
2250.0000,0.004604
2254.0000,0.004773
2258.0000,0.005447
2262.0000,0.006141
2266.0000,0.007177
2270.0000,0.008310
2274.0000,0.009296
2278.0000,0.009952
2282.0000,0.010130
2286.0000,0.009836
2290.0000,0.009393
2294.0000,0.008626
2298.0000,0.007935
2302.0000,0.007325
2306.0000,0.006848
2310.0000,0.006794
2314.0000,0.006407
2318.0000,0.005730
2322.0000,0.004864
2326.0000,0.004099
2330.0000,0.003540
2334.0000,0.003217
2338.0000,0.003283
2342.0000,0.003988
2346.0000,0.004716
2350.0000,0.005608
2354.0000,0.006141
2358.0000,0.006570
2362.0000,0.006641
2366.0000,0.006662
2370.0000,0.006433
2374.0000,0.006011
2378.0000,0.005554
2382.0000,0.005082
2386.0000,0.004329
2390.0000,0.003714
2394.0000,0.003323
2398.0000,0.003099
2402.0000,0.003047
2406.0000,0.003041
2410.0000,0.003332
2414.0000,0.003785
2418.0000,0.004453
2422.0000,0.005114
2426.0000,0.005889
2430.0000,0.006785
2434.0000,0.007920
2438.0000,0.009109
2442.0000,0.010189
2446.0000,0.011211
2450.0000,0.012367
2454.0000,0.013453
2458.0000,0.014411
2462.0000,0.014649
2466.0000,0.014495
2470.0000,0.014230
2474.0000,0.013431
2478.0000,0.012498
2482.0000,0.011127
2486.0000,0.009871
2490.0000,0.008556
2494.0000,0.007323
2498.0000,0.006496
2502.0000,0.005922
2506.0000,0.006032
2510.0000,0.007133
2514.0000,0.008921
2518.0000,0.011335
2522.0000,0.013986
2526.0000,0.016906
2530.0000,0.019396
2534.0000,0.021503
2538.0000,0.023322
2542.0000,0.024429
2546.0000,0.024781
2550.0000,0.024583
2554.0000,0.024049
2558.0000,0.022937
2562.0000,0.021327
2566.0000,0.019393
2570.0000,0.017300
2574.0000,0.015552
2578.0000,0.014154
2582.0000,0.012913
2586.0000,0.012127
2590.0000,0.011584
2594.0000,0.011382
2598.0000,0.011129
2602.0000,0.010557
2606.0000,0.009645
2610.0000,0.008545
2614.0000,0.007224
2618.0000,0.005938
2622.0000,0.004546
2626.0000,0.003574
2630.0000,0.002702
2634.0000,0.002017
2638.0000,0.001424
2642.0000,0.000830
2646.0000,0.000379
2650.0000,0.000089
2654.0000,0.000000
2658.0000,0.000330
2662.0000,0.000980
2666.0000,0.002116
2670.0000,0.003179
2674.0000,0.004384
2678.0000,0.005270
2682.0000,0.005885
2686.0000,0.006395
2690.0000,0.006625
2694.0000,0.006779
2698.0000,0.006832
2702.0000,0.006828
2706.0000,0.006598
2710.0000,0.006285
2714.0000,0.005847
2718.0000,0.005301
2722.0000,0.004822
2726.0000,0.004475
2730.0000,0.004038
2734.0000,0.003903
2738.0000,0.003770
2742.0000,0.003814
2746.0000,0.004039
2750.0000,0.004515
2754.0000,0.005021
2758.0000,0.005840
2762.0000,0.006622
2766.0000,0.007250
2770.0000,0.007681
2774.0000,0.008170
2778.0000,0.008557
2782.0000,0.009343
2786.0000,0.010163
2790.0000,0.010995
2794.0000,0.011545
2798.0000,0.011794
2802.0000,0.011727
2806.0000,0.011319
2810.0000,0.010654
2814.0000,0.009976
2818.0000,0.009325
2822.0000,0.009020
2826.0000,0.008467
2830.0000,0.008156
2834.0000,0.007554
2838.0000,0.007092
2842.0000,0.006834
2846.0000,0.006901
2850.0000,0.006952
2854.0000,0.007264
2858.0000,0.007623
2862.0000,0.008070
2866.0000,0.008349
2870.0000,0.008646
2874.0000,0.008535
2878.0000,0.008449
